LecturerID,CourseID
300000071,PHYS2300
300000071,PHYS3565
300000072,ELET2480
300000072,EDMC3020
300000072,SWEN2165
300000072,EDPH2024
300000072,EDLA3110
300000073,EDMC3201
300000073,EDLA3111
300000074,PHYS2351
300000074,ECON2020
300000074,EDSC3403
300000074,PHYS3300
300000075,ECON1004
300000075,EDLS3612
300000076,EDRS2007
300000076,ELET2530
300000076,EDMC3020
300000077,MATH2404
300000077,EDTL3021
300000077,EDMC3202
300000078,EDSC3411
300000078,STAT3001
300000078,EDME3006
300000079,EDME3205
300000080,EDRS3008
300000081,EDHE2908
300000081,ECON1004
300000081,ECON1000
300000081,COMP3652
300000081,ELET3450
300000082,EDLS3612
300000082,EDSC3403
300000083,PHYS1411
300000083,EDSC3408
300000084,ECNG1009
300000084,EDMC2201
300000084,EDSC3411
300000085,ECON3051
300000085,MATH1152
300000085,EDSS3908
300000086,ECNG1000
300000086,EDME2202
300000086,COMP1126
300000087,EDMA3206
300000087,EDME2204
300000087,EDIT3825
300000087,PHYS3000
300000087,COMP1127
300000088,MATH3404
300000088,COMP1161
300000089,PHYS3701
300000089,MATH6629
300000089,COMP1210
300000090,COMP1220
300000091,EDIT3818
300000091,MATH1142
300000091,COMP2201
300000092,PHYS2396
300000092,COMP2211
300000093,PHYS3562
300000093,COMP2120
300000094,COMP2140
300000095,EDLA3111
300000095,COMP2171
300000096,ECON1005
300000096,EDSC3410
300000096,COMP2190
300000097,ECNG1009
300000097,COMP2201
300000097,PHYS1411
300000097,COMP2340
300000098,EDSS3903
300000098,EDTL1021
300000098,COMP3101
300000099,EDEA3320
300000099,MATH6634
300000099,EDMC2203
300000099,COMP3220
300000100,MATH3412
300000100,COMP3161
300000101,COMP3652
300000102,MATH1152
300000102,ECON3003
300000102,COMP3702
300000103,EDSS2906
300000103,MATH2404
300000103,COMP3801
300000104,PHYS3500
300000104,EDSS3911
300000104,PHYS2000
300000104,COMP3901
300000105,ECON3073
300000105,EDTL3018
300000105,ECNG1009
300000105,MATH3423
300000105,COMP3911
300000106,COMP3912
300000107,ECON2016
300000107,INFO3105
300000108,EDIT3822
300000108,INFO3110
300000109,EDLA3111
300000109,EDSC3408
300000109,INFO3155
300000110,PHYS3400
300000111,INFO3170
300000112,ELET1405
300000112,INFO3180
300000113,PHYS3562
300000113,EDMC3204
300000113,MDPH6240
300000113,INFO3435
300000114,EDEA3316
300000114,SWEN2165
300000115,EDLS2606
300000115,COMP2211
300000115,MDPH6260
300000115,EDAR3808
300000115,SWEN3130
300000116,ECON2016
300000116,ECON2024
300000116,EDHE3908
300000116,SWEN3145
300000117,EDSC3411
300000117,SWEN3165
300000118,MATH6628
300000118,SWEN3185
300000119,EDCU2013
300000119,COMP2140
300000119,MATH6635
300000119,EDLA3104
300000119,SWEN3920
300000120,MATH3404
300000120,EDSS3908
300000120,MATH6623
300000121,MDPH6230
300000121,MDPH6120
300000121,INFO3435
300000121,STAT6632
300000122,EDTL3018
300000122,MDPH6135
300000122,PHYS2386
300000122,STAT6630
300000123,MATH3412
300000123,ELET2450
300000123,EDME1103
300000123,STAT3001
300000123,STAT6631
300000124,MATH6623
300000124,EDHE3904
300000124,PHYS3701
300000125,PHYS2600
300000125,MDPH6130
300000125,EDHE3905
300000125,EDTL1020
300000125,MATH6629
300000126,MATH6633
300000127,EDMC3204
300000127,MATH6634
300000128,EDEA2305
300000128,ECON2023
300000128,EDHE3908
300000128,ECON3003
300000128,MATH6628
300000129,MATH6622
300000130,MATH1142
300000130,MATH6635
300000131,PHYS1422
300000131,ECON1000
300000132,PHYS1412
300000132,EDTL3020
300000132,ECON2014
300000132,ECON3010
300000132,ECON1003
300000133,MATH6623
300000133,COMP2140
300000133,SWEN3185
300000133,ECON1004
300000134,MATH1141
300000134,MDPH6160
300000134,ECON1005
300000135,INFO3435
300000135,STAT6632
300000135,EDTL1021
300000135,MATH1152
300000135,ECON1012
300000136,EDMC3201
300000136,EDLS2605
300000136,COMP2120
300000136,ECON2000
300000137,PHYS2500
300000137,PHYS2296
300000137,INFO3110
300000137,ECON2001
300000138,EDTL3020
300000138,MATH3411
300000138,MATH2401
300000138,ECON2000
300000138,ECON2002
300000139,ECON2005
300000139,ECON2003
300000140,PHYS2600
300000140,ECON3008
300000140,MATH6634
300000140,EDHE2912
300000140,ECON2005
300000141,MDPH6240
300000141,ECON2020
300000141,PHYS2200
300000141,ECON2008
300000142,ECON2009
300000143,ECON2020
300000143,MATH1185
300000143,EDSS3908
300000143,ECON2005
300000143,ECON2010
300000144,PHYS3701
300000144,MDPH6150
300000144,SWEN3145
300000144,INFO3105
300000144,ECON2014
300000145,ECON2015
300000146,COMP1127
300000146,ECON3008
300000146,ELNG1101
300000146,ECON2016
300000147,ECON2020
300000148,ECON2001
300000148,PHYS3701
300000148,ECON2023
300000149,ECON2024
300000150,ENGR1000
300000150,PHYS3000
300000150,ECON2025
300000151,EDHE3904
300000151,ELET2410
300000151,ECON1000
300000151,STAT6632
300000151,ECON3003
300000152,ELET1405
300000152,ELET2405
300000152,SWEN3130
300000152,ECON3005
300000153,ECON3006
300000154,ENGR1000
300000154,PHYS3200
300000154,ECON3007
300000155,EDSE2712
300000155,EDLA2106
300000155,MATH3412
300000155,ECON3008
300000156,MATH2404
300000156,ECON3006
300000156,ECON3010
300000157,MATH1141
300000157,INFO3435
300000157,ECON3011
300000158,ECON1005
300000158,ELET2450
300000158,ECON3016
300000159,EDSS3903
300000159,PHYS3000
300000159,EDHE3908
300000159,EDEA2305
300000159,ECON3030
300000160,PHYS1412
300000160,EDEA2304
300000160,STAT6630
300000160,ECON3031
300000161,COMP3101
300000161,PHYS3300
300000161,ECON2016
300000161,ECON3032
300000162,ECON3034
300000163,MATH6623
300000163,MATH3414
300000163,COMP3702
300000163,EDSC3410
300000163,ECON3037
300000164,PHYS3565
300000164,EDSC3403
300000164,ECON3040
300000165,EDMC1001
300000165,ECON3049
300000166,MATH3412
300000166,MDPH6110
300000166,EDHE2912
300000166,MATH1141
300000166,ECON3050
300000167,EDIT3822
300000167,ECON3051
300000168,ECON3072
300000169,PHYS2200
300000169,ECON2010
300000169,ECON1000
300000169,ECON3073
300000170,ECON2002
300000170,EDMC2214
300000170,EDSC3417
300000170,MDPH6115
300000170,MATH1141
300000171,ECON3037
300000171,EDSS3903
300000171,MATH1142
300000172,EDTL3020
300000172,ELET1405
300000172,MATH3424
300000172,MDPH6135
300000172,MATH1151
300000173,MATH1152
300000174,EDLS2605
300000174,COMP3901
300000174,MATH6633
300000174,MATH2401
300000175,EDHE3904
300000175,ECON3034
300000175,MATH2410
300000176,MATH2404
300000177,MATH2411
300000178,ECON3051
300000178,MATH2403
300000179,INFO3105
300000179,MATH6634
300000179,MATH2420
300000180,ELET2210
300000180,EDME3006
300000180,MATH3155
300000181,MATH3412
300000182,ECON3005
300000182,COMP3161
300000182,MATH3402
300000183,EDHE2912
300000183,MATH3423
300000184,PHYS2000
300000184,STAT3001
300000185,EDME1103
300000185,ECON3011
300000185,PHYS2701
300000185,EDLS2605
300000185,MATH3403
300000186,MATH3414
300000186,MATH3401
300000187,MATH3411
300000188,EDEA3308
300000188,EDMC1001
300000188,MATH3404
300000189,ECON2002
300000189,STAT3002
300000190,EDEA3307
300000190,ELET2470
300000190,EDEA3305
300000190,ELET1500
300000190,MATH3414
300000191,ELET2405
300000191,EDRS3008
300000191,SWEN2165
300000191,MATH3412
300000191,MATH3421
300000192,MATH3422
300000193,MATH3424
300000194,MATH3402
300000194,INFO3105
300000194,ECON3030
300000194,ECNG1000
300000195,PHYS1411
300000196,PHYS1412
300000197,EDME2204
300000197,EDGC2010
300000197,EDSC3417
300000197,PHYS1421
300000198,PHYS2600
300000198,COMP3911
300000198,MATH2410
300000198,PHYS1422
300000199,EDME3006
300000199,ELNG1101
300000200,PHYS1411
300000200,ENGR1000
300000201,EDTK2025
300000201,ELET1500
300000202,MATH6628
300000202,ECON3073
300000202,STAT3001
300000202,ECON2003
300000202,MATH1185
300000203,PHYS1421
300000203,COMP3901
300000203,ECON2003
300000203,ELET1405
300000204,EDHE2908
300000204,MDPH6135
300000204,EDEA3304
300000204,ECNG1012
300000205,MDPH6170
300000205,MATH3422
300000205,ECNG1009
300000206,EDPS1003
300000206,MDPH6240
300000206,SWEN3165
300000206,ECSE1102
300000207,EDEA3308
300000207,EDLS2605
300000207,EDSS2903
300000207,MDPH6160
300000208,ECON3051
300000208,MDPH6150
300000209,ECON3003
300000209,COMP2340
300000209,EDSC3417
300000209,MDPH6140
300000210,SWEN3145
300000210,MATH3411
300000210,COMP2120
300000210,MDPH6130
300000211,ECON2015
300000211,ELET2450
300000211,ECON3003
300000211,MDPH6120
300000212,MDPH6110
300000213,STAT6630
300000213,MDPH6280
300000214,MDPH6270
300000215,MATH3412
300000215,MDPH6260
300000216,ECON1003
300000216,MDPH6190
300000217,MDPH6180
300000218,PHYS2600
300000218,MDPH6170
300000219,EDLA2105
300000219,COMP3220
300000219,EDLA3111
300000219,MDPH6135
300000220,EDMC3202
300000220,EDLA2106
300000220,MDPH6115
300000221,EDEA3320
300000221,MDPH6215
300000222,MATH2420
300000222,MDPH6230
300000223,ECON1012
300000223,ECON2020
300000223,EDLS2606
300000223,MDPH6240
300000224,ECON3073
300000224,EDEA3305
300000224,PHYS3200
300000224,PHYS2396
300000225,MATH6633
300000225,EDTL3018
300000225,ELET2405
300000226,MATH3423
300000226,ELET2415
300000227,PHYS1421
300000227,ECON2002
300000227,ELET1405
300000227,EDLA2103
300000227,ELET2460
300000228,ECON2020
300000228,MDPH6120
300000228,EDLS2607
300000228,SWEN3185
300000228,ELET2470
300000229,ECSE1102
300000229,ECON2023
300000229,ELET2480
300000230,EDTL3018
300000230,EDMC1002
300000230,EDIT3017
300000230,ECON3030
300000230,ELET2410
300000231,ELET2530
300000232,ELET2450
300000233,ELET2420
300000234,COMP1210
300000234,EDME1103
300000234,PHYS2561
300000235,PHYS1411
300000235,ECNG1012
300000235,PHYS2671
300000236,ECNG1009
300000236,ECON2005
300000236,MDPH6115
300000236,COMP2190
300000236,PHYS2296
300000237,PHYS2200
300000238,EDLS3603
300000238,MATH2411
300000238,PHYS1422
300000238,ECON1000
300000238,PHYS2386
300000239,EDSC3411
300000239,EDEA2304
300000239,ELET2450
300000239,ECON2024
300000239,PHYS2351
300000240,ECON2020
300000240,STAT6632
300000240,PHYS2300
300000241,EDMC3020
300000241,MATH6623
300000241,EDIT3823
300000241,PHYS2600
300000242,ECON3016
300000242,PHYS2300
300000242,INFO3435
300000242,PHYS2500
300000243,ELET2210
300000244,ELET2570
300000245,PHYS2000
300000246,ECON3073
300000246,PHYS2701
300000247,COMP3101
300000247,EDME1103
300000247,STAT6631
300000247,EDSC3403
300000247,PHYS3000
300000248,ELET3211
300000249,ECON3034
300000249,PHYS3200
300000250,COMP3911
300000250,ELET1405
300000250,EDMC1001
300000251,COMP3101
300000251,EDIT3818
300000251,COMP1126
300000251,EDEA3320
300000251,EDMC1002
300000252,ECON1000
300000252,EDME1103
300000253,MATH6635
300000253,EDPS1003
300000254,EDME3006
300000254,EDTL1020
300000255,PHYS2386
300000255,EDCU2013
300000256,PHYS2386
300000256,MDPH6120
300000256,EDEA3308
300000256,ECON3037
300000256,EDEA2305
300000257,EDGC2010
300000258,MATH3414
300000258,ECON1003
300000258,ELET3211
300000258,ECON2010
300000258,EDHE2912
300000259,MATH3422
300000259,EDLA2103
300000260,EDRS3008
300000260,EDLA2106
300000261,ELET2415
300000261,INFO3110
300000261,ELET2470
300000261,ECON3034
300000261,EDLS2605
300000262,STAT3002
300000262,EDMC2201
300000263,ECON3032
300000263,EDMC2203
300000264,EDRS3019
300000264,MDPH6240
300000264,EDMC2214
300000265,EDMC2216
300000266,SWEN3130
300000266,MATH3411
300000266,EDSC3410
300000266,EDME2006
300000267,EDME2202
300000268,COMP3220
300000268,EDPS2003
300000269,PHYS1412
300000269,EDRS2007
300000270,EDSS2903
300000271,EDLS3603
300000271,EDSS2904
300000272,ELET2460
300000272,MATH3402
300000272,EDEA3316
300000272,EDTK2025
300000273,ECON1003
300000273,EDEA3307
300000273,ELET1500
300000273,MATH1152
300000273,EDAR3808
300000274,EDHE2908
300000274,EDPS1003
300000274,ECON3006
300000274,MATH1152
300000274,EDEA3304
300000275,MDPH6160
300000275,EDMC3204
300000275,EDGC2010
300000275,EDEA3306
300000276,MDPH6280
300000276,ECON3030
300000276,SWEN3920
300000276,EDEA3308
300000277,PHYS2000
300000277,ECON2002
300000277,SWEN2165
300000277,MATH3422
300000277,EDEA3316
300000278,MATH6629
300000278,COMP2190
300000278,PHYS3565
300000278,MDPH6110
300000278,EDEA3320
300000279,INFO3435
300000279,ELET2570
300000279,EDHE3905
300000280,MATH3421
300000280,EDIT3818
300000281,EDPS2003
300000281,EDIT3822
300000282,PHYS3701
300000282,EDME3205
300000282,PHYS1411
300000282,EDLA3104
300000283,ELET2415
300000283,ECON2000
300000283,EDLA3106
300000284,EDPS2003
300000284,EDLA3109
300000285,MATH1151
300000285,ELET3450
300000285,MATH6635
300000285,EDLS3603
300000286,ECON1004
300000286,EDMA3206
300000287,EDMC3201
300000288,MATH3414
300000288,EDMC3204
300000289,EDIT3017
300000289,ECNG1012
300000289,COMP2190
300000289,EDME2202
300000289,EDRS3019
300000290,EDSC3410
300000291,EDLS3603
300000291,ELNG1101
300000291,ECON2008
300000291,EDSC3417
300000292,ECON2014
300000292,STAT6630
300000292,EDRS3008
300000292,ECON1005
300000292,EDSS3903
300000293,EDME2006
300000293,MATH6633
300000293,EDSS3911
300000294,MATH2401
300000294,EDME3205
300000294,PHYS2300
300000294,EDPS2003
300000294,EDTK3004
300000295,EDTL3018
300000296,EDLA2106
300000296,PHYS3565
300000296,EDTL3020
300000297,STAT6630
300000297,EDTL3021
300000298,EDEA3316
300000298,STAT6632
300000298,ECON2010
300000298,PHYS3200
300000298,PHYS3500
300000299,INFO3170
300000299,EDTL1021
300000300,EDAR3808
300000300,EDEA2304
300000301,EDSS3911
300000301,EDMA3206
300000301,MATH3411
300000301,EDEA3306
300000301,EDHE2908
300000302,MATH3155
300000302,MATH6633
300000302,EDIT3017
300000303,ECON2002
300000303,SWEN2165
300000303,EDIT3821
300000304,ECON3034
300000304,MATH1152
300000304,ECNG1000
300000304,EDIT3823
300000305,EDIT3825
300000306,EDLA2105
300000307,MATH2411
300000307,MATH3401
300000307,EDLA2105
300000307,MATH3402
300000307,EDLS2606
300000308,EDEA3316
300000308,EDIT3825
300000308,EDLS3612
300000308,EDLS2607
300000309,ELET2480
300000309,ECON2023
300000309,ECON3032
300000309,EDMC2213
300000310,SWEN3165
300000310,SWEN3130
300000310,EDME2204
300000311,STAT6631
300000311,PHYS2200
300000311,COMP1220
300000311,ELET2450
300000311,EDPH2024
300000312,EDSC2407
300000313,ECON3011
300000313,MDPH6190
300000313,MATH3421
300000313,EDSE2712
300000314,COMP3220
300000314,EDLA2106
300000314,EDSS2906
300000315,EDEA3305
300000316,MDPH6280
300000316,ECON1005
300000316,EDEA3307
300000317,PHYS3562
300000318,PHYS2200
300000318,MATH3421
300000318,EDHE3904
300000319,MDPH6140
300000319,PHYS2500
300000319,EDSS3903
300000319,ECON3016
300000319,EDHE3908
300000320,EDLA3103
300000321,MATH3403
300000321,EDMC3204
300000321,STAT3001
300000321,PHYS3565
300000322,ECON3072
300000322,EDMC2203
300000322,EDEA2304
300000322,EDLA3110
300000323,EDLA3111
300000324,PHYS3300
300000325,MDPH6135
300000325,MDPH6180
300000325,EDME2202
300000325,EDMA3206
300000325,EDLS3612
300000326,MATH6633
300000326,EDLS3603
300000326,EDMC3020
300000327,EDMC3202
300000328,EDHE3905
300000328,EDME3006
300000329,EDME3205
300000330,EDRS3008
300000331,EDHE2908
300000331,ELET3450
300000332,STAT6631
300000332,EDSC3403
300000333,EDSC3417
300000333,EDIT3017
300000333,COMP2211
300000333,STAT3001
300000333,EDSC3408
300000334,EDIT3017
300000334,EDHE3905
300000334,ECON2015
300000334,ECON3050
300000334,EDSC3411
300000335,ECON2010
300000335,EDSS3908
300000336,COMP1161
300000336,COMP2340
300000336,MDPH6120
300000336,COMP1126
300000337,EDLA3103
300000337,MATH1141
300000337,MDPH6135
300000337,MATH6628
300000337,COMP1127
300000338,MDPH6110
300000338,ELET2480
300000338,EDLS2607
300000338,COMP1161
300000339,ELET2420
300000339,EDGC2010
300000339,MATH1152
300000339,EDME3205
300000339,COMP1210
300000340,EDLS2605
300000340,COMP1220
300000341,PHYS2561
300000341,MDPH6140
300000341,COMP3801
300000341,ECON2014
300000341,COMP2201
300000342,ECNG1000
300000342,EDAR3808
300000342,ELET2470
300000342,COMP2211
300000343,EDEA2304
300000343,COMP2120
300000344,EDPS2003
300000344,MATH3414
300000344,ECON3072
300000344,ECON3073
300000344,COMP2140
300000345,MDPH6280
300000345,COMP2171
300000346,COMP2190
300000347,SWEN3185
300000347,COMP2340
300000348,SWEN3185
300000348,PHYS2296
300000348,EDMC3201
300000348,EDAR3808
300000348,COMP3101
300000349,INFO3180
300000349,COMP3652
300000349,ECNG1012
300000349,COMP3220
300000350,EDTL3018
300000350,COMP3911
300000350,ECON3007
300000350,ELET3211
300000350,COMP3161
300000351,EDMC3204
300000351,PHYS2500
300000351,EDIT3818
300000351,COMP3652
300000352,MDPH6240
300000352,ELET3450
300000352,EDIT3017
300000352,MATH6628
300000352,COMP3702
300000353,MATH3404
300000353,EDPS2003
300000353,COMP3801
300000354,PHYS2200
300000354,MATH2411
300000354,ECON2002
300000354,COMP3901
300000355,PHYS2386
300000355,EDSS2906
300000355,ECON2014
300000355,EDTL1020
300000355,COMP3911
300000356,ECON2000
300000356,EDTL1021
300000356,COMP3912
300000357,EDEA2304
300000357,INFO3105
300000358,MDPH6240
300000358,PHYS3400
300000358,INFO3110
300000359,ECON1004
300000359,PHYS1421
300000359,PHYS2396
300000359,COMP3912
300000359,INFO3155
300000360,EDME3006
300000360,PHYS3400
300000361,PHYS3701
300000361,INFO3170
300000362,ECON2003
300000362,EDSC3411
300000362,COMP1127
300000362,ENGR1000
300000362,INFO3180
300000363,ECON3037
300000363,PHYS2500
300000363,INFO3435
300000364,ECNG1000
300000364,ELET1405
300000364,EDME3205
300000364,SWEN2165
300000365,EDSS2903
300000365,PHYS2386
300000365,ECON2001
300000365,SWEN3130
300000366,COMP1161
300000366,EDHE3904
300000366,ECON3011
300000366,SWEN3145
300000367,SWEN3165
300000368,COMP3801
300000368,EDEA3316
300000368,EDTL3020
300000368,SWEN3185
300000369,EDSS3903
300000369,COMP1220
300000369,EDEA3306
300000369,SWEN3920
300000370,MATH6623
300000371,STAT6632
300000372,STAT6630
300000373,EDLA3110
300000373,MDPH6215
300000373,STAT6631
300000374,MATH3402
300000374,ELET2405
300000374,PHYS3701
300000375,ELET2470
300000375,ECON3010
300000375,ECON2015
300000375,COMP2211
300000375,MATH6629
300000376,MATH6633
300000377,MATH3421
300000377,MATH6634
300000378,EDSE2712
300000378,MATH6628
300000379,MATH6622
300000380,MATH6635
300000381,EDHE3904
300000381,EDMC2203
300000381,EDTK2025
300000381,ECON1000
300000382,INFO3110
300000382,ECON1003
300000383,ECON3007
300000383,EDMC3202
300000383,EDLA3104
300000383,EDMC3204
300000383,ECON1004
300000384,MATH1141
300000384,ECON3050
300000384,MATH1151
300000384,ECON1005
300000385,COMP3101
300000385,ECON3008
300000385,ECON3006
300000385,ECON1012
300000386,ECON2000
300000387,EDSC2407
300000387,MATH6634
300000387,ELET2460
300000387,EDMC2213
300000387,ECON2001
300000388,ECON2002
300000389,PHYS1422
300000389,ELET2410
300000389,COMP2171
300000389,MATH2411
300000389,ECON2003
300000390,ECON2009
300000390,MATH2411
300000390,MDPH6230
300000390,EDSC3403
300000390,ECON2005
300000391,ECON2008
300000392,MDPH6240
300000392,PHYS2500
300000392,ECON2009
300000393,MATH6635
300000393,ECON3016
300000393,EDSC3417
300000393,ECON2010
300000394,ECON3006
300000394,MDPH6110
300000394,ECON2014
300000395,PHYS3565
300000395,MDPH6280
300000395,ECON2015
300000396,PHYS2200
300000396,EDSC3408
300000396,ECON2025
300000396,ELET3450
300000396,ECON2016
300000397,ECON2020
300000398,MDPH6280
300000398,ECON2023
300000399,EDMC3201
300000399,ECON2024
300000400,ELNG1101
300000400,MDPH6180
300000400,ECON3016
300000400,MDPH6170
300000400,ECON2025
300000401,MATH3404
300000401,ECON3073
300000401,ELET1405
300000401,ENGR1000
300000401,ECON3003
300000402,PHYS3200
300000402,ECON3005
300000403,ECON3006
300000404,ECON3007
300000405,ECON3037
300000405,MATH1151
300000405,ECON2014
300000405,PHYS2600
300000405,ECON3008
300000406,MATH1152
300000406,COMP2171
300000406,ECON2008
300000406,ECON3010
300000407,PHYS3701
300000407,EDLA2103
300000407,EDMC1001
300000407,ECON3011
300000408,ECON3072
300000408,EDME1103
300000408,EDLA2105
300000408,ECON3016
300000409,ECON1000
300000409,ECON2025
300000409,ECON3030
300000410,MDPH6160
300000410,ECON3031
300000411,EDMC1002
300000411,MATH3423
300000411,EDHE3908
300000411,ECON3032
300000412,ECON3034
300000413,MDPH6130
300000413,ECON3037
300000414,EDAR3808
300000414,ECON3040
300000415,EDMC2214
300000415,ECON3008
300000415,ELET2210
300000415,ELET2460
300000415,ECON3049
300000416,STAT6631
300000416,ECON3005
300000416,ECSE1102
300000416,MDPH6215
300000416,ECON3050
300000417,ECON2020
300000417,ENGR1000
300000417,INFO3105
300000417,MATH2411
300000417,ECON3051
300000418,ECON3031
300000418,MATH2410
300000418,EDIT3822
300000418,STAT3002
300000418,ECON3072
300000419,EDSS3911
300000419,PHYS1422
300000419,ECON3073
300000420,MATH1141
300000421,ECON3031
300000421,EDSC3403
300000421,MATH3404
300000421,SWEN3920
300000421,MATH1142
300000422,EDHE3908
300000422,PHYS2701
300000422,ELET2405
300000422,ECON2001
300000422,MATH1151
300000423,INFO3180
300000423,MATH1152
300000424,ECON2000
300000424,MATH2401
300000425,ECON3003
300000425,MATH2401
300000425,MATH2410
300000426,MDPH6150
300000426,COMP2140
300000426,MATH2404
300000427,ECON2005
300000427,ECON1005
300000427,PHYS3200
300000427,STAT3001
300000427,MATH2411
300000428,PHYS1422
300000428,MATH2403
300000429,COMP3911
300000429,PHYS3500
300000429,MDPH6115
300000429,STAT3001
300000429,MATH2420
300000430,MATH3155
300000431,EDRS2007
300000431,ENGR1000
300000431,EDME3205
300000431,ECON2002
300000431,MATH3412
300000432,EDEA3316
300000432,EDHE2912
300000432,MATH3402
300000433,MDPH6230
300000433,MDPH6130
300000433,EDIT3821
300000433,EDME2202
300000433,MATH3423
300000434,ELET1405
300000434,ECON2010
300000434,COMP3801
300000434,STAT3001
300000435,MATH3403
300000436,MATH3401
300000437,ECNG1012
300000437,MATH3423
300000437,MATH3411
300000438,ECON3032
300000438,EDHE3905
300000438,PHYS3300
300000438,ECON3010
300000438,MATH3404
300000439,ECON3040
300000439,EDLA3109
300000439,STAT3002
300000440,MDPH6280
300000440,EDTL1020
300000440,PHYS2200
300000440,ECON3049
300000440,MATH3414
300000441,MATH3421
300000442,EDSC3408
300000442,MATH3422
300000443,MATH3424
300000444,ELET3211
300000444,MATH3421
